item_id,year,month,seq,type,hs4,weight,quantity,value
OXKURKXR,2022,6,1,1,5402,611,0,20228
WHPUAOID,2022,6,1,1,5512,104,280,155
AXULOHBQ,2022,6,1,1,5515,588,1454,11944
DBWLZWNK,2022,6,1,1,5602,8095,0,161870
NZKBIBNU,2022,6,1,1,5609,27183,0,176872
OKMBFVKS,2022,6,1,1,5705,231384,163433,672205
VUAFAIYJ,2022,6,1,1,6101,55,117,50056
CCLHWFWF,2022,6,1,1,6211,136863,478519,3930335
OGAFEHLU,2022,6,1,1,7202,60000,0,1585449
TGOELCAG,2022,6,1,1,7207,219760,0,191396
SDWAYPIK,2022,6,1,1,7207,9930850,0,7525616
UIFPPCLR,2022,6,1,1,8102,1982,0,31969
KEUWZRKO,2022,6,1,1,8102,10000,0,475430
FQCLOEXA,2022,6,1,1,8102,11271,0,1279446
ZCELVYQU,2022,6,1,1,8461,8580,4,43542
KJNSOAHR,2022,6,1,1,8479,55420,0,1792840
QKXNTIIB,2022,6,1,1,8501,24265,5,350958
UQYUIVVR,2022,6,1,1,8501,8300,1,37553
GKQIJYDH,2022,6,1,1,8501,58478,27,344050
VBYCLTYZ,2022,6,1,1,8505,6688,0,350488
GYHKIVQT,2022,6,1,1,8505,165451,0,15193425
ROACSLMG,2022,6,1,1,8505,162787,0,674682
VMAQSTJE,2022,6,1,1,8527,1922,2003,54330
XIFHSOWQ,2022,6,1,1,8708,20,0,3375
FITUEHWN,2022,6,1,1,8714,529,388,9271
UGEQLMXM,2022,6,1,1,8714,567,0,50319
BUZIIBYG,2022,6,1,1,9403,1076867,0,3609046
DEWLVASR,2022,6,2,1,3038,4990,0,15968
JSLXRQOK,2022,6,2,1,5119,0,0,16930
JBVHSUWY,2022,6,2,1,1210,621,0,8050
ELQGMQWE,2022,6,2,1,2002,118453,0,208014
AHMDUILJ,2022,6,2,1,2102,43988,0,109684
XIPPENFQ,2022,6,2,1,2501,24710,0,28960
FTSVTTSR,2022,6,2,1,2529,188800,0,110812
XMKRPGLB,2022,6,2,1,2529,637600,0,209269
FWUCPMMW,2022,6,2,1,2701,31,0,52
RCBZUSIM,2022,6,2,1,2805,1001,0,12716
SUOYXCHP,2022,6,2,1,2805,0,0,0
ZKENOUDA,2022,6,2,1,2805,58,0,21945
WQMVCOEM,2022,6,2,1,2805,50,0,76557
BSRMSVTC,2022,6,2,1,2805,2134,0,675226
DDEXPPXU,2022,6,2,1,2807,755,0,13635
LLHREMKS,2022,6,2,1,2807,2989,0,23273
YSYHGLQK,2022,6,2,1,2807,0,0,166
DNMPSKTB,2022,6,2,1,2811,782735,0,1589707
WPQXWHYO,2022,6,2,1,2811,1341960,0,2696261
VWMBASNE,2022,6,2,1,2811,310824,0,219472
RJGPVEXX,2022,6,2,1,2811,21492,0,235435
ATLDMDBO,2022,6,2,1,2814,40167655,0,41517021
SAHWCZNH,2022,6,2,1,2825,21103,0,490139
LUENUFGA,2022,6,2,1,2833,325268,0,2444673
HXYSSRXE,2022,6,2,1,2836,4648280,0,1902149
QRKRBYJL,2022,6,2,1,2841,45034,0,3717360
FRHNWLNI,2022,6,2,1,2846,19421,0,725299
MBSBZBXA,2022,6,2,1,2846,2020,0,466476
BJALXPFS,2022,6,2,1,2847,14177,0,11612
RAWUKQMJ,2022,6,2,1,2916,106326,0,1380512
ZGJXVMNI,2022,6,2,1,3006,302,0,406419
LRVGFDFM,2022,6,2,1,3102,902411,0,769865
BTMOEMEP,2022,6,2,1,3102,6649856,0,4726398
UXSPKBJR,2022,6,2,1,3206,529,0,247083
BEZYMBBT,2022,6,2,1,3207,558,0,384837
SAAYMURU,2022,6,2,1,3215,391,0,4168
QJQJSWFU,2022,6,2,1,3307,12837,0,128624
EVBVXETX,2022,6,2,1,3404,529393,0,2427011
DUCMGGNW,2022,6,2,1,3806,232519,0,672137
XIIEJNEE,2022,6,2,1,3815,4,0,144
OJIFIHMZ,2022,6,2,1,3815,7000,0,69759
STZDBITS,2022,6,2,1,3815,1008368,0,5445641
SNHYOVBM,2022,6,2,1,3824,116312,0,144129
LPHPPJUG,2022,6,2,1,3824,733825,0,295900
FCYBOAXC,2022,6,2,1,3824,13004700,0,38581143
JPBRUTWP,2022,6,2,1,3904,212502,0,2906768
LTOYKIML,2022,6,2,1,3909,24620,0,101422
QVLMOEYE,2022,6,2,1,4202,3626,4662,1776743
JERHKLYW,2022,6,2,1,4601,605,0,3057
ZXERAXWP,2022,6,2,1,4802,8,0,655
AANGBULD,2022,6,2,1,4810,51807,0,42482
LSOIUSXD,2022,6,2,1,5111,383,1224,26349
XUOIQPFL,2022,6,2,1,5205,227519,0,1118751
WBLJNPZQ,2022,6,2,1,5309,7841,27832,114753
OXKURKXR,2022,6,2,1,5402,8634,0,78283
WHPUAOID,2022,6,2,1,5512,0,0,0
AXULOHBQ,2022,6,2,1,5515,139,435,3859
DBWLZWNK,2022,6,2,1,5602,6135,0,146374
NZKBIBNU,2022,6,2,1,5609,8042,0,107229
OKMBFVKS,2022,6,2,1,5705,404659,157758,859206
VUAFAIYJ,2022,6,2,1,6101,457,1371,141681
CCLHWFWF,2022,6,2,1,6211,173612,543400,4885658
OGAFEHLU,2022,6,2,1,7202,90250,0,2379397
TGOELCAG,2022,6,2,1,7207,0,0,0
SDWAYPIK,2022,6,2,1,7207,17158140,0,12041624
FDXPMYGF,2022,6,2,1,7907,7,0,16
UIFPPCLR,2022,6,2,1,8102,3130,0,166288
KEUWZRKO,2022,6,2,1,8102,10050,0,474769
FQCLOEXA,2022,6,2,1,8102,314,0,94184
APQGTRMF,2022,6,2,1,8105,17225,0,265977
ZCELVYQU,2022,6,2,1,8461,0,0,0
KAGJCHMR,2022,6,2,1,8467,2,2,1755
KJNSOAHR,2022,6,2,1,8479,70663,0,1563364
QKXNTIIB,2022,6,2,1,8501,55350,14,462763
UQYUIVVR,2022,6,2,1,8501,78512,9,1061794
GKQIJYDH,2022,6,2,1,8501,221361,40,4492444
VBYCLTYZ,2022,6,2,1,8505,6469,0,368856
GYHKIVQT,2022,6,2,1,8505,157754,0,11454309
ROACSLMG,2022,6,2,1,8505,163761,0,725536
VMAQSTJE,2022,6,2,1,8527,4705,1627,56372
XIFHSOWQ,2022,6,2,1,8708,114,0,4537
FITUEHWN,2022,6,2,1,8714,2690,2037,22810
UGEQLMXM,2022,6,2,1,8714,756,0,11564
BLANHGYY,2022,6,2,1,9022,2,3,13258
BUZIIBYG,2022,6,2,1,9403,1895601,0,6752420
DEWLVASR,2022,6,3,1,3038,10420,0,46350
JSLXRQOK,2022,6,3,1,5119,0,0,0
JBVHSUWY,2022,6,3,1,1210,17376,0,297539
ELQGMQWE,2022,6,3,1,2002,15472,0,21059
AHMDUILJ,2022,6,3,1,2102,14822,0,32790
XIPPENFQ,2022,6,3,1,2501,46869,0,108797
FTSVTTSR,2022,6,3,1,2529,48000,0,23119
XMKRPGLB,2022,6,3,1,2529,4263302,0,1617402
FWUCPMMW,2022,6,3,1,2701,0,0,0
RCBZUSIM,2022,6,3,1,2805,1,0,22385
SUOYXCHP,2022,6,3,1,2805,0,0,0
ZKENOUDA,2022,6,3,1,2805,110,0,41945
WQMVCOEM,2022,6,3,1,2805,123,0,133978
BSRMSVTC,2022,6,3,1,2805,459,0,205723
DDEXPPXU,2022,6,3,1,2807,472,0,7129
LLHREMKS,2022,6,3,1,2807,1262,0,12280
YSYHGLQK,2022,6,3,1,2807,10,0,393
DNMPSKTB,2022,6,3,1,2811,1027654,0,2023945
WPQXWHYO,2022,6,3,1,2811,2143844,0,4170549
VWMBASNE,2022,6,3,1,2811,336066,0,189476
RJGPVEXX,2022,6,3,1,2811,17424,0,185595
ATLDMDBO,2022,6,3,1,2814,23601478,0,24199054
SAHWCZNH,2022,6,3,1,2825,22501,0,559836
LUENUFGA,2022,6,3,1,2833,77687,0,576148
HXYSSRXE,2022,6,3,1,2836,8065611,0,3259925
QRKRBYJL,2022,6,3,1,2841,114934,0,9382404
FRHNWLNI,2022,6,3,1,2846,686,0,131177
MBSBZBXA,2022,6,3,1,2846,93759,0,1561153
BJALXPFS,2022,6,3,1,2847,14014,0,39568
RAWUKQMJ,2022,6,3,1,2916,133088,0,2053696
ZGJXVMNI,2022,6,3,1,3006,470,0,640053
LRVGFDFM,2022,6,3,1,3102,4025004,0,3077839
BTMOEMEP,2022,6,3,1,3102,14215769,0,10374249
UXSPKBJR,2022,6,3,1,3206,3091,0,174824
BEZYMBBT,2022,6,3,1,3207,1544,0,1298854
SAAYMURU,2022,6,3,1,3215,1009,0,10491
QJQJSWFU,2022,6,3,1,3307,3341,0,37197
EVBVXETX,2022,6,3,1,3404,589195,0,2386218
DUCMGGNW,2022,6,3,1,3806,61410,0,255722
NAQIHUKZ,2022,6,3,1,3813,46,0,5994
XIIEJNEE,2022,6,3,1,3815,0,0,0
OJIFIHMZ,2022,6,3,1,3815,12393,0,910828
STZDBITS,2022,6,3,1,3815,924824,0,5559016
PYZMVUWD,2022,6,3,1,3824,5600,0,30200
SNHYOVBM,2022,6,3,1,3824,108761,0,2286478
LPHPPJUG,2022,6,3,1,3824,926681,0,581119
FCYBOAXC,2022,6,3,1,3824,11325747,0,41542878
JPBRUTWP,2022,6,3,1,3904,249144,0,2862571
LTOYKIML,2022,6,3,1,3909,35220,0,51464
QVLMOEYE,2022,6,3,1,4202,4499,4301,1471607
ANWUJOKX,2022,6,3,1,4403,41649,49,26424
JERHKLYW,2022,6,3,1,4601,28,0,647
ZXERAXWP,2022,6,3,1,4802,62,0,3483
AANGBULD,2022,6,3,1,4810,0,0,0
LSOIUSXD,2022,6,3,1,5111,1018,2061,71900
XUOIQPFL,2022,6,3,1,5205,318673,0,1481848
WBLJNPZQ,2022,6,3,1,5309,7198,25010,118657
OXKURKXR,2022,6,3,1,5402,10637,0,113108
WHPUAOID,2022,6,3,1,5512,0,0,0
AXULOHBQ,2022,6,3,1,5515,520,7327,20379
DBWLZWNK,2022,6,3,1,5602,11579,0,227771
NZKBIBNU,2022,6,3,1,5609,5872,0,104110
OKMBFVKS,2022,6,3,1,5705,515493,256943,1200598
VUAFAIYJ,2022,6,3,1,6101,542,893,79433
CCLHWFWF,2022,6,3,1,6211,195546,590947,5563702
OGAFEHLU,2022,6,3,1,7202,40000,0,1051350
TGOELCAG,2022,6,3,1,7207,0,0,0
SDWAYPIK,2022,6,3,1,7207,12021940,0,8448291
FDXPMYGF,2022,6,3,1,7907,10,0,101
UIFPPCLR,2022,6,3,1,8102,901,0,20790
KEUWZRKO,2022,6,3,1,8102,37,0,3585
FQCLOEXA,2022,6,3,1,8102,4937,0,548770
APQGTRMF,2022,6,3,1,8105,20200,0,316340
ZCELVYQU,2022,6,3,1,8461,13889,30,453195
KAGJCHMR,2022,6,3,1,8467,329,41,22463
KJNSOAHR,2022,6,3,1,8479,73385,0,1570277
QKXNTIIB,2022,6,3,1,8501,30009,9,261871
UQYUIVVR,2022,6,3,1,8501,10712,2,98840
GKQIJYDH,2022,6,3,1,8501,418224,58,6840507
VBYCLTYZ,2022,6,3,1,8505,10076,0,326309
GYHKIVQT,2022,6,3,1,8505,184777,0,14060278
ROACSLMG,2022,6,3,1,8505,418123,0,1395909
VMAQSTJE,2022,6,3,1,8527,2220,1040,56773
XIFHSOWQ,2022,6,3,1,8708,337,0,34226
FITUEHWN,2022,6,3,1,8714,703,1037,42429
UGEQLMXM,2022,6,3,1,8714,1167,0,92240
BLANHGYY,2022,6,3,1,9022,0,0,0
BUZIIBYG,2022,6,3,1,9403,2363901,0,7138218
DEWLVASR,2022,7,1,1,3038,9323,0,22008
JSLXRQOK,2022,7,1,1,5119,9,0,2321
JBVHSUWY,2022,7,1,1,1210,3102,0,103072
ELQGMQWE,2022,7,1,1,2002,132357,0,280657
AHMDUILJ,2022,7,1,1,2102,2817,0,14736
XIPPENFQ,2022,7,1,1,2501,89423,0,26298
FTSVTTSR,2022,7,1,1,2529,48000,0,23120
XMKRPGLB,2022,7,1,1,2529,400000,0,139660
RCBZUSIM,2022,7,1,1,2805,31,0,8625
SUOYXCHP,2022,7,1,1,2805,0,0,148
ZKENOUDA,2022,7,1,1,2805,1,0,436
WQMVCOEM,2022,7,1,1,2805,4,0,1764
BSRMSVTC,2022,7,1,1,2805,0,0,53
DDEXPPXU,2022,7,1,1,2807,564,0,600
LLHREMKS,2022,7,1,1,2807,324,0,10758
YSYHGLQK,2022,7,1,1,2807,4,0,214
DNMPSKTB,2022,7,1,1,2811,1348622,0,2720074
WPQXWHYO,2022,7,1,1,2811,2193470,0,4421082
VWMBASNE,2022,7,1,1,2811,655171,0,370891
RJGPVEXX,2022,7,1,1,2811,730,0,103653
SAHWCZNH,2022,7,1,1,2825,20117,0,426667
LUENUFGA,2022,7,1,1,2833,737880,0,4511369
HXYSSRXE,2022,7,1,1,2836,6866886,0,2889504
QRKRBYJL,2022,7,1,1,2841,19302,0,1561416
FRHNWLNI,2022,7,1,1,2846,11904,0,623321
MBSBZBXA,2022,7,1,1,2846,64106,0,857175
BJALXPFS,2022,7,1,1,2847,17364,0,50493
RAWUKQMJ,2022,7,1,1,2916,74117,0,1431899
ZGJXVMNI,2022,7,1,1,3006,191,0,308411
LRVGFDFM,2022,7,1,1,3102,7564001,0,5520358
BTMOEMEP,2022,7,1,1,3102,9882942,0,7255118
UXSPKBJR,2022,7,1,1,3206,906,0,1178833
BEZYMBBT,2022,7,1,1,3207,3192,0,2446473
SAAYMURU,2022,7,1,1,3215,1083,0,11565
QJQJSWFU,2022,7,1,1,3307,76032,0,254857
EVBVXETX,2022,7,1,1,3404,425935,0,1351397
DUCMGGNW,2022,7,1,1,3806,156041,0,472478
OJIFIHMZ,2022,7,1,1,3815,160,0,48200
STZDBITS,2022,7,1,1,3815,1275144,0,7441716
SNHYOVBM,2022,7,1,1,3824,54432,0,99611
LPHPPJUG,2022,7,1,1,3824,333803,0,189954
FCYBOAXC,2022,7,1,1,3824,8774303,0,32828039
JPBRUTWP,2022,7,1,1,3904,127443,0,1529854
LTOYKIML,2022,7,1,1,3909,11255,0,57136
QVLMOEYE,2022,7,1,1,4202,7749,7780,1764575
MIRCVAMV,2022,7,1,1,4408,790,0,28576
JERHKLYW,2022,7,1,1,4601,84,0,1063
ZXERAXWP,2022,7,1,1,4802,2,0,154
LSOIUSXD,2022,7,1,1,5111,862,2087,81742
XUOIQPFL,2022,7,1,1,5205,417932,0,1787741
WBLJNPZQ,2022,7,1,1,5309,6661,24129,94879
WHPUAOID,2022,7,1,1,5512,3481,10074,28297
AXULOHBQ,2022,7,1,1,5515,109,243,2201
DBWLZWNK,2022,7,1,1,5602,381,0,28620
NZKBIBNU,2022,7,1,1,5609,3122,0,43906
OKMBFVKS,2022,7,1,1,5705,241066,145061,514462
HCDTGMST,2022,7,1,1,6006,219,0,11561
VUAFAIYJ,2022,7,1,1,6101,442,721,86416
CCLHWFWF,2022,7,1,1,6211,185882,565318,5755503
OGAFEHLU,2022,7,1,1,7202,20000,0,530190
SDWAYPIK,2022,7,1,1,7207,3841984,0,2712758
FDXPMYGF,2022,7,1,1,7907,255,0,2836
UIFPPCLR,2022,7,1,1,8102,3035,0,194548
FQCLOEXA,2022,7,1,1,8102,5676,0,533724
APQGTRMF,2022,7,1,1,8105,56740,0,435875
KAGJCHMR,2022,7,1,1,8467,355,148,29644
KJNSOAHR,2022,7,1,1,8479,79401,0,1940967
QKXNTIIB,2022,7,1,1,8501,42339,15,375742
GKQIJYDH,2022,7,1,1,8501,141749,41,905513
VBYCLTYZ,2022,7,1,1,8505,5653,0,270706
GYHKIVQT,2022,7,1,1,8505,188334,0,12716224
ROACSLMG,2022,7,1,1,8505,128618,0,417517
VMAQSTJE,2022,7,1,1,8527,96,7,1441
XIFHSOWQ,2022,7,1,1,8708,47,0,4088
FITUEHWN,2022,7,1,1,8714,2845,2277,26533
UGEQLMXM,2022,7,1,1,8714,604,0,19318
BLANHGYY,2022,7,1,1,9022,4,8,4987
BUZIIBYG,2022,7,1,1,9403,1899819,0,5724964
DEWLVASR,2022,7,2,1,3038,38153,0,82844
JSLXRQOK,2022,7,2,1,5119,0,0,35015
JBVHSUWY,2022,7,2,1,1210,11410,0,313539
ELQGMQWE,2022,7,2,1,2002,44626,0,92818
AHMDUILJ,2022,7,2,1,2102,40513,0,100717
XIPPENFQ,2022,7,2,1,2501,68413,0,51729
FTSVTTSR,2022,7,2,1,2529,0,0,0
XMKRPGLB,2022,7,2,1,2529,642270,0,137871
RUVXNNVA,2022,7,2,1,2612,4,0,28
RCBZUSIM,2022,7,2,1,2805,2,0,3024
SUOYXCHP,2022,7,2,1,2805,1,0,2015
ZKENOUDA,2022,7,2,1,2805,51,0,19500
WQMVCOEM,2022,7,2,1,2805,89,0,63327
BSRMSVTC,2022,7,2,1,2805,0,0,106
DDEXPPXU,2022,7,2,1,2807,380,0,402
LLHREMKS,2022,7,2,1,2807,872,0,8622
YSYHGLQK,2022,7,2,1,2807,2,0,185
DNMPSKTB,2022,7,2,1,2811,1692192,0,3262738
WPQXWHYO,2022,7,2,1,2811,2241172,0,4162588
VWMBASNE,2022,7,2,1,2811,1441780,0,787966
RJGPVEXX,2022,7,2,1,2811,767,0,47068
ATLDMDBO,2022,7,2,1,2814,110491899,0,111041383
SAHWCZNH,2022,7,2,1,2825,4022,0,139593
LUENUFGA,2022,7,2,1,2833,189683,0,1281970
HXYSSRXE,2022,7,2,1,2836,8791406,0,3763423
QRKRBYJL,2022,7,2,1,2841,12643,0,960914
FRHNWLNI,2022,7,2,1,2846,19863,0,846833
MBSBZBXA,2022,7,2,1,2846,3267,0,1213408
BJALXPFS,2022,7,2,1,2847,40609,0,102023
RAWUKQMJ,2022,7,2,1,2916,88515,0,1926274
ZGJXVMNI,2022,7,2,1,3006,480,0,996653
LRVGFDFM,2022,7,2,1,3102,5961627,0,4456293
BTMOEMEP,2022,7,2,1,3102,13483526,0,9679668
UXSPKBJR,2022,7,2,1,3206,275,0,114843
BEZYMBBT,2022,7,2,1,3207,2965,0,2233344
SAAYMURU,2022,7,2,1,3215,156,0,5084
QJQJSWFU,2022,7,2,1,3307,321,0,6342
EVBVXETX,2022,7,2,1,3404,534730,0,1704586
DUCMGGNW,2022,7,2,1,3806,313326,0,869864
NAQIHUKZ,2022,7,2,1,3813,18,0,178
OJIFIHMZ,2022,7,2,1,3815,32950,0,2865053
STZDBITS,2022,7,2,1,3815,1128821,0,7245741
PYZMVUWD,2022,7,2,1,3824,880,0,6173
IGDVVKUD,2022,7,2,1,3824,13000,0,120062
SNHYOVBM,2022,7,2,1,3824,0,0,0
LPHPPJUG,2022,7,2,1,3824,389971,0,190169
FCYBOAXC,2022,7,2,1,3824,11022258,0,43841407
JPBRUTWP,2022,7,2,1,3904,340841,0,3644288
LTOYKIML,2022,7,2,1,3909,23069,0,71694
QVLMOEYE,2022,7,2,1,4202,5965,8203,2020737
ANWUJOKX,2022,7,2,1,4403,13888,16,8470
MIRCVAMV,2022,7,2,1,4408,516,0,32126
JERHKLYW,2022,7,2,1,4601,88,0,1252
ZXERAXWP,2022,7,2,1,4802,2744,0,9530
LSOIUSXD,2022,7,2,1,5111,1256,3486,83433
XUOIQPFL,2022,7,2,1,5205,737048,0,3235534
WBLJNPZQ,2022,7,2,1,5309,8820,32185,190933
OXKURKXR,2022,7,2,1,5402,8015,0,66080
WHPUAOID,2022,7,2,1,5512,0,0,0
AXULOHBQ,2022,7,2,1,5515,1638,3408,54543
DBWLZWNK,2022,7,2,1,5602,16485,0,256793
NZKBIBNU,2022,7,2,1,5609,23160,0,113186
OKMBFVKS,2022,7,2,1,5705,464387,327131,1154504
HCDTGMST,2022,7,2,1,6006,0,0,0
VUAFAIYJ,2022,7,2,1,6101,233,562,61238
CCLHWFWF,2022,7,2,1,6211,294808,819520,8737026
OGAFEHLU,2022,7,2,1,7202,0,0,0
TGOELCAG,2022,7,2,1,7207,192380,0,159843
SDWAYPIK,2022,7,2,1,7207,11920170,0,7780755
FDXPMYGF,2022,7,2,1,7907,5,0,192
UIFPPCLR,2022,7,2,1,8102,1302,0,72664
KEUWZRKO,2022,7,2,1,8102,1,0,130
FQCLOEXA,2022,7,2,1,8102,4362,0,591160
APQGTRMF,2022,7,2,1,8105,0,0,0
ZCELVYQU,2022,7,2,1,8461,19525,2,210179
KAGJCHMR,2022,7,2,1,8467,3,1,818
KJNSOAHR,2022,7,2,1,8479,71831,0,832404
QKXNTIIB,2022,7,2,1,8501,74285,21,880215
UQYUIVVR,2022,7,2,1,8501,20800,1,255684
GKQIJYDH,2022,7,2,1,8501,268385,27,3466266
VBYCLTYZ,2022,7,2,1,8505,3826,0,163524
GYHKIVQT,2022,7,2,1,8505,303819,0,29109931
ROACSLMG,2022,7,2,1,8505,196736,0,851438
VMAQSTJE,2022,7,2,1,8527,3228,11101,75655
XIFHSOWQ,2022,7,2,1,8708,1564,0,52311
FITUEHWN,2022,7,2,1,8714,965,1123,27898
UGEQLMXM,2022,7,2,1,8714,4846,0,156123
BLANHGYY,2022,7,2,1,9022,22,2,7480
BUZIIBYG,2022,7,2,1,9403,2441171,0,7439343
DEWLVASR,2022,7,3,1,3038,0,0,0
JSLXRQOK,2022,7,3,1,5119,0,0,56
JBVHSUWY,2022,7,3,1,1210,10800,0,232355
ELQGMQWE,2022,7,3,1,2002,75407,0,86617
AHMDUILJ,2022,7,3,1,2102,18257,0,71164
XIPPENFQ,2022,7,3,1,2501,39344,0,88543
FTSVTTSR,2022,7,3,1,2529,48000,0,23120
XMKRPGLB,2022,7,3,1,2529,322000,0,108158
RUVXNNVA,2022,7,3,1,2612,0,0,0
RCBZUSIM,2022,7,3,1,2805,1502,0,14830
SUOYXCHP,2022,7,3,1,2805,2,0,19527
ZKENOUDA,2022,7,3,1,2805,20000,0,74040
WQMVCOEM,2022,7,3,1,2805,226,0,322868
BSRMSVTC,2022,7,3,1,2805,799,0,276812
DDEXPPXU,2022,7,3,1,2807,190,0,208
LLHREMKS,2022,7,3,1,2807,1053,0,5126
YSYHGLQK,2022,7,3,1,2807,4,0,2014
DNMPSKTB,2022,7,3,1,2811,1019630,0,1985579
WPQXWHYO,2022,7,3,1,2811,2162998,0,4069708
VWMBASNE,2022,7,3,1,2811,676622,0,363207
RJGPVEXX,2022,7,3,1,2811,231,0,31073
ATLDMDBO,2022,7,3,1,2814,37801028,0,35175435
SAHWCZNH,2022,7,3,1,2825,500,0,17569
LUENUFGA,2022,7,3,1,2833,56501,0,372605
HXYSSRXE,2022,7,3,1,2836,5523540,0,2311245
QRKRBYJL,2022,7,3,1,2841,57126,0,4319461
FRHNWLNI,2022,7,3,1,2846,8651,0,621945
MBSBZBXA,2022,7,3,1,2846,1736,0,1952334
BJALXPFS,2022,7,3,1,2847,13597,0,11679
RAWUKQMJ,2022,7,3,1,2916,121699,0,2047592
ZGJXVMNI,2022,7,3,1,3006,678,0,510097
LRVGFDFM,2022,7,3,1,3102,4352005,0,2774140
BTMOEMEP,2022,7,3,1,3102,7723317,0,5342793
UXSPKBJR,2022,7,3,1,3206,508,0,292299
BEZYMBBT,2022,7,3,1,3207,2488,0,1869975
SAAYMURU,2022,7,3,1,3215,434,0,21838
QJQJSWFU,2022,7,3,1,3307,25669,0,65279
EVBVXETX,2022,7,3,1,3404,267253,0,1113826
DUCMGGNW,2022,7,3,1,3806,526652,0,1241322
NAQIHUKZ,2022,7,3,1,3813,0,0,0
OJIFIHMZ,2022,7,3,1,3815,12092,0,1186678
STZDBITS,2022,7,3,1,3815,785879,0,5508353
PYZMVUWD,2022,7,3,1,3824,0,0,0
IGDVVKUD,2022,7,3,1,3824,0,0,0
SNHYOVBM,2022,7,3,1,3824,67,0,1155
LPHPPJUG,2022,7,3,1,3824,862902,0,459874
FCYBOAXC,2022,7,3,1,3824,12031564,0,36253069
JPBRUTWP,2022,7,3,1,3904,185075,0,1955363
LTOYKIML,2022,7,3,1,3909,42000,0,80018
QVLMOEYE,2022,7,3,1,4202,6708,5604,1531388
ANWUJOKX,2022,7,3,1,4403,0,0,0
MIRCVAMV,2022,7,3,1,4408,0,0,0
JERHKLYW,2022,7,3,1,4601,50,0,785
ZXERAXWP,2022,7,3,1,4802,964,0,2674
LSOIUSXD,2022,7,3,1,5111,1933,5419,81506
XUOIQPFL,2022,7,3,1,5205,315478,0,1359789
WBLJNPZQ,2022,7,3,1,5309,3520,19253,134410
OXKURKXR,2022,7,3,1,5402,6413,0,46976
WHPUAOID,2022,7,3,1,5512,0,0,0
AXULOHBQ,2022,7,3,1,5515,528,1630,13660
DBWLZWNK,2022,7,3,1,5602,6260,0,141867
NZKBIBNU,2022,7,3,1,5609,20792,0,91965
OKMBFVKS,2022,7,3,1,5705,370332,227892,817494
HCDTGMST,2022,7,3,1,6006,0,0,0
VUAFAIYJ,2022,7,3,1,6101,415,697,18513
CCLHWFWF,2022,7,3,1,6211,323912,849937,9805711
OGAFEHLU,2022,7,3,1,7202,0,0,0
TGOELCAG,2022,7,3,1,7207,0,0,1224
SDWAYPIK,2022,7,3,1,7207,7080862,0,4661418
FDXPMYGF,2022,7,3,1,7907,0,0,0
UIFPPCLR,2022,7,3,1,8102,0,0,0
KEUWZRKO,2022,7,3,1,8102,2250,0,108225
FQCLOEXA,2022,7,3,1,8102,3775,0,399473
APQGTRMF,2022,7,3,1,8105,57860,0,324105
ZCELVYQU,2022,7,3,1,8461,0,0,0
KAGJCHMR,2022,7,3,1,8467,5,2,1607
KJNSOAHR,2022,7,3,1,8479,430118,0,1987940
QKXNTIIB,2022,7,3,1,8501,45224,16,496633
UQYUIVVR,2022,7,3,1,8501,92017,9,1019593
GKQIJYDH,2022,7,3,1,8501,219877,20,4048320
VBYCLTYZ,2022,7,3,1,8505,3660,0,155804
GYHKIVQT,2022,7,3,1,8505,196187,0,15936270
ROACSLMG,2022,7,3,1,8505,171405,0,572824
VMAQSTJE,2022,7,3,1,8527,2290,1343,59238
XIFHSOWQ,2022,7,3,1,8708,1464,0,31487
FITUEHWN,2022,7,3,1,8714,3693,18996,29633
UGEQLMXM,2022,7,3,1,8714,781,0,75347
BLANHGYY,2022,7,3,1,9022,0,0,0
BUZIIBYG,2022,7,3,1,9403,2029677,0,5967021
DEWLVASR,2022,8,1,1,3038,25225,0,78199
JSLXRQOK,2022,8,1,1,5119,0,0,28810
JBVHSUWY,2022,8,1,1,1210,14180,0,220719
ELQGMQWE,2022,8,1,1,2002,33091,0,109120
AHMDUILJ,2022,8,1,1,2102,20332,0,51873
XIPPENFQ,2022,8,1,1,2501,180000,0,61499
FTSVTTSR,2022,8,1,1,2529,61200,0,36840
XMKRPGLB,2022,8,1,1,2529,551288,0,182260
FWUCPMMW,2022,8,1,1,2701,24660,0,24386
RCBZUSIM,2022,8,1,1,2805,1,0,3926
SUOYXCHP,2022,8,1,1,2805,0,0,95
ZKENOUDA,2022,8,1,1,2805,20000,0,77064
WQMVCOEM,2022,8,1,1,2805,80,0,115477
DJBLNPNC,2022,8,1,1,2805,0,0,900
BSRMSVTC,2022,8,1,1,2805,40,0,26151
DDEXPPXU,2022,8,1,1,2807,380,0,382
LLHREMKS,2022,8,1,1,2807,978,0,7202
DNMPSKTB,2022,8,1,1,2811,1240177,0,2635333
WPQXWHYO,2022,8,1,1,2811,2923344,0,5892971
VWMBASNE,2022,8,1,1,2811,1190748,0,726466
RJGPVEXX,2022,8,1,1,2811,30327,0,268519
ATLDMDBO,2022,8,1,1,2814,35170983,0,34249953
SAHWCZNH,2022,8,1,1,2825,80551,0,1644745
LUENUFGA,2022,8,1,1,2833,185810,0,1349702
HXYSSRXE,2022,8,1,1,2836,6363752,0,2619422
QRKRBYJL,2022,8,1,1,2841,82242,0,6403569
FRHNWLNI,2022,8,1,1,2846,16191,0,814526
